S.no,WWR,AR,ORIN,OVERHANG,SHGC,ENERGY,,,
36008,0.05,1,68,45,0.37,102,,,
36016,0.05,1,68,39,0.66,102,,,
36017,0.05,1,68,45,0.66,102,,,
36019,0.05,1,68,7,0.44,102,,,
36020,0.05,1,68,12,0.44,102,,,
36021,0.05,1,68,18,0.44,102,,,
36022,0.05,1,68,23,0.44,102,,,
36023,0.05,1,68,28,0.44,102,,,
36024,0.05,1,68,34,0.44,102,,,
36025,0.05,1,68,39,0.44,102,,,
36026,0.05,1,68,45,0.44,102,,,
36027,0.05,1,68,2,0.2,102,,,
36028,0.05,1,68,7,0.2,102,,,
36029,0.05,1,68,12,0.2,102,,,
36030,0.05,1,68,18,0.2,102,,,
36031,0.05,1,68,23,0.2,102,,,
36032,0.05,1,68,28,0.2,102,,,
36033,0.05,1,68,34,0.2,102,,,
36034,0.05,1,68,39,0.2,102,,,
36035,0.05,1,68,45,0.2,102,,,
36044,0.05,1,68,45,0.7,102,,,
36052,0.05,1,68,39,0.68,102,,,
36053,0.05,1,68,45,0.68,102,,,
36059,0.05,1,68,28,0.65,102,,,
36060,0.05,1,68,34,0.65,102,,,
36061,0.05,1,68,39,0.65,102,,,
36062,0.05,1,68,45,0.65,102,,,
36063,0.05,1,68,2,0.26,102,,,
36064,0.05,1,68,7,0.26,102,,,
36065,0.05,1,68,12,0.26,102,,,
36066,0.05,1,68,18,0.26,102,,,
36067,0.05,1,68,23,0.26,102,,,
36068,0.05,1,68,28,0.26,102,,,
36069,0.05,1,68,34,0.26,102,,,
36070,0.05,1,68,39,0.26,102,,,
36071,0.05,1,68,45,0.26,102,,,
36078,0.05,1,68,34,0.68,102,,,
36079,0.05,1,68,39,0.68,102,,,
36080,0.05,1,68,45,0.68,102,,,
36083,0.05,1,68,12,0.42,102,,,
36084,0.05,1,68,18,0.42,102,,,
36085,0.05,1,68,23,0.42,102,,,
36086,0.05,1,68,28,0.42,102,,,
36087,0.05,1,68,34,0.42,102,,,
36088,0.05,1,68,39,0.42,102,,,
36089,0.05,1,68,45,0.42,102,,,
36106,0.05,1,68,39,0.61,102,,,
36107,0.05,1,68,45,0.61,102,,,
36117,0.05,1,68,2,0.24,102,,,
36118,0.05,1,68,7,0.24,102,,,
36119,0.05,1,68,12,0.24,102,,,
36120,0.05,1,68,18,0.24,102,,,
36121,0.05,1,68,23,0.24,102,,,
36122,0.05,1,68,28,0.24,102,,,
36123,0.05,1,68,34,0.24,102,,,
36124,0.05,1,68,39,0.24,102,,,
36125,0.05,1,68,45,0.24,102,,,
36152,0.05,1,68,45,0.73,102,,,
36156,0.05,1,68,18,0.56,102,,,
36157,0.05,1,68,23,0.56,102,,,
36158,0.05,1,68,28,0.56,102,,,
36159,0.05,1,68,34,0.56,102,,,
36160,0.05,1,68,39,0.56,102,,,
36161,0.05,1,68,45,0.56,102,,,
36166,0.05,1,68,23,0.59,102,,,
36167,0.05,1,68,28,0.59,102,,,
36168,0.05,1,68,34,0.59,102,,,
36169,0.05,1,68,39,0.59,102,,,
36170,0.05,1,68,45,0.59,102,,,
36171,0.05,1,68,2,0.26,102,,,
36172,0.05,1,68,7,0.26,102,,,
36173,0.05,1,68,12,0.26,102,,,
36174,0.05,1,68,18,0.26,102,,,
36175,0.05,1,68,23,0.26,102,,,
36176,0.05,1,68,28,0.26,102,,,
36177,0.05,1,68,34,0.26,102,,,
36178,0.05,1,68,39,0.26,102,,,
36179,0.05,1,68,45,0.26,102,,,
36183,0.05,2,68,18,0.37,102,,,
36184,0.05,2,68,23,0.37,102,,,
36185,0.05,2,68,28,0.37,102,,,
36186,0.05,2,68,34,0.37,102,,,
36187,0.05,2,68,39,0.37,102,,,
36188,0.05,2,68,45,0.37,102,,,
36203,0.05,2,68,28,0.44,102,,,
36204,0.05,2,68,34,0.44,102,,,
36205,0.05,2,68,39,0.44,102,,,
36206,0.05,2,68,45,0.44,102,,,
36207,0.05,2,68,2,0.2,102,,,
36208,0.05,2,68,7,0.2,102,,,
36209,0.05,2,68,12,0.2,102,,,
36210,0.05,2,68,18,0.2,102,,,
36211,0.05,2,68,23,0.2,102,,,
36212,0.05,2,68,28,0.2,102,,,
36213,0.05,2,68,34,0.2,102,,,
36214,0.05,2,68,39,0.2,102,,,
36215,0.05,2,68,45,0.2,102,,,
36242,0.05,2,68,45,0.65,102,,,
36243,0.05,2,68,2,0.26,102,,,
36244,0.05,2,68,7,0.26,102,,,
36245,0.05,2,68,12,0.26,102,,,
36246,0.05,2,68,18,0.26,102,,,
36247,0.05,2,68,23,0.26,102,,,
36248,0.05,2,68,28,0.26,102,,,
36249,0.05,2,68,34,0.26,102,,,
36250,0.05,2,68,39,0.26,102,,,
36251,0.05,2,68,45,0.26,102,,,
36267,0.05,2,68,34,0.42,102,,,
36268,0.05,2,68,39,0.42,102,,,
36269,0.05,2,68,45,0.42,102,,,
36297,0.05,2,68,2,0.24,102,,,
36298,0.05,2,68,7,0.24,102,,,
36299,0.05,2,68,12,0.24,102,,,
36300,0.05,2,68,18,0.24,102,,,
36301,0.05,2,68,23,0.24,102,,,
36302,0.05,2,68,28,0.24,102,,,
36303,0.05,2,68,34,0.24,102,,,
36304,0.05,2,68,39,0.24,102,,,
36305,0.05,2,68,45,0.24,102,,,
36340,0.05,2,68,39,0.56,102,,,
36341,0.05,2,68,45,0.56,102,,,
36349,0.05,2,68,39,0.59,102,,,
36350,0.05,2,68,45,0.59,102,,,
36351,0.05,2,68,2,0.26,102,,,
36352,0.05,2,68,7,0.26,102,,,
36353,0.05,2,68,12,0.26,102,,,
36354,0.05,2,68,18,0.26,102,,,
36355,0.05,2,68,23,0.26,102,,,
36356,0.05,2,68,28,0.26,102,,,
36357,0.05,2,68,34,0.26,102,,,
36358,0.05,2,68,39,0.26,102,,,
36359,0.05,2,68,45,0.26,102,,,
36392,0.05,3,68,28,0.2,102,,,
36393,0.05,3,68,34,0.2,102,,,
36394,0.05,3,68,39,0.2,102,,,
36395,0.05,3,68,45,0.2,102,,,
36431,0.05,3,68,45,0.26,102,,,
36484,0.05,3,68,39,0.24,102,,,
36485,0.05,3,68,45,0.24,102,,,
36538,0.05,3,68,39,0.26,102,,,
36539,0.05,3,68,45,0.26,102,,,
36932,0.14,1,68,28,0.2,102,,,
36933,0.14,1,68,34,0.2,102,,,
36934,0.14,1,68,39,0.2,102,,,
36935,0.14,1,68,45,0.2,102,,,
36971,0.14,1,68,45,0.26,102,,,
37024,0.14,1,68,39,0.24,102,,,
37025,0.14,1,68,45,0.24,102,,,
37079,0.14,1,68,45,0.26,102,,,
45000,0.05,1,85,2,0.37,102,,,
45001,0.05,1,85,7,0.37,102,,,
45002,0.05,1,85,12,0.37,102,,,
45003,0.05,1,85,18,0.37,102,,,
45004,0.05,1,85,23,0.37,102,,,
45005,0.05,1,85,28,0.37,102,,,
45006,0.05,1,85,34,0.37,102,,,
45007,0.05,1,85,39,0.37,102,,,
45008,0.05,1,85,45,0.37,102,,,
45016,0.05,1,85,39,0.66,102,,,
45017,0.05,1,85,45,0.66,102,,,
45018,0.05,1,85,2,0.44,102,,,
45019,0.05,1,85,7,0.44,102,,,
45020,0.05,1,85,12,0.44,102,,,
45021,0.05,1,85,18,0.44,102,,,
45022,0.05,1,85,23,0.44,102,,,
45023,0.05,1,85,28,0.44,102,,,
45024,0.05,1,85,34,0.44,102,,,
45025,0.05,1,85,39,0.44,102,,,
45026,0.05,1,85,45,0.44,102,,,
45027,0.05,1,85,2,0.2,102,,,
45028,0.05,1,85,7,0.2,102,,,
45029,0.05,1,85,12,0.2,102,,,
45030,0.05,1,85,18,0.2,102,,,
45031,0.05,1,85,23,0.2,102,,,
45032,0.05,1,85,28,0.2,102,,,
45033,0.05,1,85,34,0.2,102,,,
45034,0.05,1,85,39,0.2,102,,,
45035,0.05,1,85,45,0.2,102,,,
45044,0.05,1,85,45,0.7,102,,,
45052,0.05,1,85,39,0.68,102,,,
45053,0.05,1,85,45,0.68,102,,,
45059,0.05,1,85,28,0.65,102,,,
45060,0.05,1,85,34,0.65,102,,,
45061,0.05,1,85,39,0.65,102,,,
45062,0.05,1,85,45,0.65,102,,,
45063,0.05,1,85,2,0.26,102,,,
45064,0.05,1,85,7,0.26,102,,,
45065,0.05,1,85,12,0.26,102,,,
45066,0.05,1,85,18,0.26,102,,,
45067,0.05,1,85,23,0.26,102,,,
45068,0.05,1,85,28,0.26,102,,,
45069,0.05,1,85,34,0.26,102,,,
45070,0.05,1,85,39,0.26,102,,,
45071,0.05,1,85,45,0.26,102,,,
45078,0.05,1,85,34,0.68,102,,,
45079,0.05,1,85,39,0.68,102,,,
45080,0.05,1,85,45,0.68,102,,,
45083,0.05,1,85,12,0.42,102,,,
45084,0.05,1,85,18,0.42,102,,,
45085,0.05,1,85,23,0.42,102,,,
45086,0.05,1,85,28,0.42,102,,,
45087,0.05,1,85,34,0.42,102,,,
45088,0.05,1,85,39,0.42,102,,,
45089,0.05,1,85,45,0.42,102,,,
45105,0.05,1,85,34,0.61,102,,,
45106,0.05,1,85,39,0.61,102,,,
45107,0.05,1,85,45,0.61,102,,,
45117,0.05,1,85,2,0.24,102,,,
45118,0.05,1,85,7,0.24,102,,,
45119,0.05,1,85,12,0.24,102,,,
45120,0.05,1,85,18,0.24,102,,,
45121,0.05,1,85,23,0.24,102,,,
45122,0.05,1,85,28,0.24,102,,,
45123,0.05,1,85,34,0.24,102,,,
45124,0.05,1,85,39,0.24,102,,,
45125,0.05,1,85,45,0.24,102,,,
45151,0.05,1,85,39,0.73,102,,,
45152,0.05,1,85,45,0.73,102,,,
45156,0.05,1,85,18,0.56,102,,,
45157,0.05,1,85,23,0.56,102,,,
45158,0.05,1,85,28,0.56,102,,,
45159,0.05,1,85,34,0.56,102,,,
45160,0.05,1,85,39,0.56,102,,,
45161,0.05,1,85,45,0.56,102,,,
45166,0.05,1,85,23,0.59,102,,,
45167,0.05,1,85,28,0.59,102,,,
45168,0.05,1,85,34,0.59,102,,,
45169,0.05,1,85,39,0.59,102,,,
45170,0.05,1,85,45,0.59,102,,,
45171,0.05,1,85,2,0.26,102,,,
45172,0.05,1,85,7,0.26,102,,,
45173,0.05,1,85,12,0.26,102,,,
45174,0.05,1,85,18,0.26,102,,,
45175,0.05,1,85,23,0.26,102,,,
45176,0.05,1,85,28,0.26,102,,,
45177,0.05,1,85,34,0.26,102,,,
45178,0.05,1,85,39,0.26,102,,,
45179,0.05,1,85,45,0.26,102,,,
45183,0.05,2,85,18,0.37,102,,,
45184,0.05,2,85,23,0.37,102,,,
45185,0.05,2,85,28,0.37,102,,,
45186,0.05,2,85,34,0.37,102,,,
45187,0.05,2,85,39,0.37,102,,,
45188,0.05,2,85,45,0.37,102,,,
45203,0.05,2,85,28,0.44,102,,,
45204,0.05,2,85,34,0.44,102,,,
45205,0.05,2,85,39,0.44,102,,,
45206,0.05,2,85,45,0.44,102,,,
45207,0.05,2,85,2,0.2,102,,,
45208,0.05,2,85,7,0.2,102,,,
45209,0.05,2,85,12,0.2,102,,,
45210,0.05,2,85,18,0.2,102,,,
45211,0.05,2,85,23,0.2,102,,,
45212,0.05,2,85,28,0.2,102,,,
45213,0.05,2,85,34,0.2,102,,,
45214,0.05,2,85,39,0.2,102,,,
45215,0.05,2,85,45,0.2,102,,,
45242,0.05,2,85,45,0.65,102,,,
45243,0.05,2,85,2,0.26,102,,,
45244,0.05,2,85,7,0.26,102,,,
45245,0.05,2,85,12,0.26,102,,,
45246,0.05,2,85,18,0.26,102,,,
45247,0.05,2,85,23,0.26,102,,,
45248,0.05,2,85,28,0.26,102,,,
45249,0.05,2,85,34,0.26,102,,,
45250,0.05,2,85,39,0.26,102,,,
45251,0.05,2,85,45,0.26,102,,,
45267,0.05,2,85,34,0.42,102,,,
45268,0.05,2,85,39,0.42,102,,,
45269,0.05,2,85,45,0.42,102,,,
45297,0.05,2,85,2,0.24,102,,,
45298,0.05,2,85,7,0.24,102,,,
45299,0.05,2,85,12,0.24,102,,,
45300,0.05,2,85,18,0.24,102,,,
45301,0.05,2,85,23,0.24,102,,,
45302,0.05,2,85,28,0.24,102,,,
45303,0.05,2,85,34,0.24,102,,,
45304,0.05,2,85,39,0.24,102,,,
45305,0.05,2,85,45,0.24,102,,,
45340,0.05,2,85,39,0.56,102,,,
45341,0.05,2,85,45,0.56,102,,,
45349,0.05,2,85,39,0.59,102,,,
45350,0.05,2,85,45,0.59,102,,,
45351,0.05,2,85,2,0.26,102,,,
45352,0.05,2,85,7,0.26,102,,,
45353,0.05,2,85,12,0.26,102,,,
45354,0.05,2,85,18,0.26,102,,,
45355,0.05,2,85,23,0.26,102,,,
45356,0.05,2,85,28,0.26,102,,,
45357,0.05,2,85,34,0.26,102,,,
45358,0.05,2,85,39,0.26,102,,,
45359,0.05,2,85,45,0.26,102,,,
45393,0.05,3,85,34,0.2,102,,,
45394,0.05,3,85,39,0.2,102,,,
45395,0.05,3,85,45,0.2,102,,,
45485,0.05,3,85,45,0.24,102,,,
45539,0.05,3,85,45,0.26,102,,,
45932,0.14,1,85,28,0.2,102,,,
45933,0.14,1,85,34,0.2,102,,,
45934,0.14,1,85,39,0.2,102,,,
45935,0.14,1,85,45,0.2,102,,,
45971,0.14,1,85,45,0.26,102,,,
46024,0.14,1,85,39,0.24,102,,,
46025,0.14,1,85,45,0.24,102,,,
46079,0.14,1,85,45,0.26,102,,,
54000,0.05,1,102,2,0.37,102,,,
54001,0.05,1,102,7,0.37,102,,,
54002,0.05,1,102,12,0.37,102,,,
54003,0.05,1,102,18,0.37,102,,,
54004,0.05,1,102,23,0.37,102,,,
54005,0.05,1,102,28,0.37,102,,,
54006,0.05,1,102,34,0.37,102,,,
54007,0.05,1,102,39,0.37,102,,,
54008,0.05,1,102,45,0.37,102,,,
54016,0.05,1,102,39,0.66,102,,,
54017,0.05,1,102,45,0.66,102,,,
54018,0.05,1,102,2,0.44,102,,,
54019,0.05,1,102,7,0.44,102,,,
54020,0.05,1,102,12,0.44,102,,,
54021,0.05,1,102,18,0.44,102,,,
54022,0.05,1,102,23,0.44,102,,,
54023,0.05,1,102,28,0.44,102,,,
54024,0.05,1,102,34,0.44,102,,,
54025,0.05,1,102,39,0.44,102,,,
54026,0.05,1,102,45,0.44,102,,,
54027,0.05,1,102,2,0.2,102,,,
54028,0.05,1,102,7,0.2,102,,,
54029,0.05,1,102,12,0.2,102,,,
54030,0.05,1,102,18,0.2,102,,,
54031,0.05,1,102,23,0.2,102,,,
54032,0.05,1,102,28,0.2,102,,,
54033,0.05,1,102,34,0.2,102,,,
54034,0.05,1,102,39,0.2,102,,,
54035,0.05,1,102,45,0.2,102,,,
54044,0.05,1,102,45,0.7,102,,,
54052,0.05,1,102,39,0.68,102,,,
54053,0.05,1,102,45,0.68,102,,,
54059,0.05,1,102,28,0.65,102,,,
54060,0.05,1,102,34,0.65,102,,,
54061,0.05,1,102,39,0.65,102,,,
54062,0.05,1,102,45,0.65,102,,,
54063,0.05,1,102,2,0.26,102,,,
54064,0.05,1,102,7,0.26,102,,,
54065,0.05,1,102,12,0.26,102,,,
54066,0.05,1,102,18,0.26,102,,,
54067,0.05,1,102,23,0.26,102,,,
54068,0.05,1,102,28,0.26,102,,,
54069,0.05,1,102,34,0.26,102,,,
54070,0.05,1,102,39,0.26,102,,,
54071,0.05,1,102,45,0.26,102,,,
54078,0.05,1,102,34,0.68,102,,,
54079,0.05,1,102,39,0.68,102,,,
54080,0.05,1,102,45,0.68,102,,,
54083,0.05,1,102,12,0.42,102,,,
54084,0.05,1,102,18,0.42,102,,,
54085,0.05,1,102,23,0.42,102,,,
54086,0.05,1,102,28,0.42,102,,,
54087,0.05,1,102,34,0.42,102,,,
54088,0.05,1,102,39,0.42,102,,,
54089,0.05,1,102,45,0.42,102,,,
54105,0.05,1,102,34,0.61,102,,,
54106,0.05,1,102,39,0.61,102,,,
54107,0.05,1,102,45,0.61,102,,,
54117,0.05,1,102,2,0.24,102,,,
54118,0.05,1,102,7,0.24,102,,,
54119,0.05,1,102,12,0.24,102,,,
54120,0.05,1,102,18,0.24,102,,,
54121,0.05,1,102,23,0.24,102,,,
54122,0.05,1,102,28,0.24,102,,,
54123,0.05,1,102,34,0.24,102,,,
54124,0.05,1,102,39,0.24,102,,,
54125,0.05,1,102,45,0.24,102,,,
54151,0.05,1,102,39,0.73,102,,,
54152,0.05,1,102,45,0.73,102,,,
54156,0.05,1,102,18,0.56,102,,,
54157,0.05,1,102,23,0.56,102,,,
54158,0.05,1,102,28,0.56,102,,,
54159,0.05,1,102,34,0.56,102,,,
54160,0.05,1,102,39,0.56,102,,,
54161,0.05,1,102,45,0.56,102,,,
54166,0.05,1,102,23,0.59,102,,,
54167,0.05,1,102,28,0.59,102,,,
54168,0.05,1,102,34,0.59,102,,,
54169,0.05,1,102,39,0.59,102,,,
54170,0.05,1,102,45,0.59,102,,,
54171,0.05,1,102,2,0.26,102,,,
54172,0.05,1,102,7,0.26,102,,,
54173,0.05,1,102,12,0.26,102,,,
54174,0.05,1,102,18,0.26,102,,,
54175,0.05,1,102,23,0.26,102,,,
54176,0.05,1,102,28,0.26,102,,,
54177,0.05,1,102,34,0.26,102,,,
54178,0.05,1,102,39,0.26,102,,,
54179,0.05,1,102,45,0.26,102,,,
54183,0.05,2,102,18,0.37,102,,,
54184,0.05,2,102,23,0.37,102,,,
54185,0.05,2,102,28,0.37,102,,,
54186,0.05,2,102,34,0.37,102,,,
54187,0.05,2,102,39,0.37,102,,,
54188,0.05,2,102,45,0.37,102,,,
54203,0.05,2,102,28,0.44,102,,,
54204,0.05,2,102,34,0.44,102,,,
54205,0.05,2,102,39,0.44,102,,,
54206,0.05,2,102,45,0.44,102,,,
54207,0.05,2,102,2,0.2,102,,,
54208,0.05,2,102,7,0.2,102,,,
54209,0.05,2,102,12,0.2,102,,,
54210,0.05,2,102,18,0.2,102,,,
54211,0.05,2,102,23,0.2,102,,,
54212,0.05,2,102,28,0.2,102,,,
54213,0.05,2,102,34,0.2,102,,,
54214,0.05,2,102,39,0.2,102,,,
54215,0.05,2,102,45,0.2,102,,,
54242,0.05,2,102,45,0.65,102,,,
54243,0.05,2,102,2,0.26,102,,,
54244,0.05,2,102,7,0.26,102,,,
54245,0.05,2,102,12,0.26,102,,,
54246,0.05,2,102,18,0.26,102,,,
54247,0.05,2,102,23,0.26,102,,,
54248,0.05,2,102,28,0.26,102,,,
54249,0.05,2,102,34,0.26,102,,,
54250,0.05,2,102,39,0.26,102,,,
54251,0.05,2,102,45,0.26,102,,,
54268,0.05,2,102,39,0.42,102,,,
54269,0.05,2,102,45,0.42,102,,,
54297,0.05,2,102,2,0.24,102,,,
54298,0.05,2,102,7,0.24,102,,,
54299,0.05,2,102,12,0.24,102,,,
54300,0.05,2,102,18,0.24,102,,,
54301,0.05,2,102,23,0.24,102,,,
54302,0.05,2,102,28,0.24,102,,,
54303,0.05,2,102,34,0.24,102,,,
54304,0.05,2,102,39,0.24,102,,,
54305,0.05,2,102,45,0.24,102,,,
54340,0.05,2,102,39,0.56,102,,,
54341,0.05,2,102,45,0.56,102,,,
54350,0.05,2,102,45,0.59,102,,,
54351,0.05,2,102,2,0.26,102,,,
54352,0.05,2,102,7,0.26,102,,,
54353,0.05,2,102,12,0.26,102,,,
54354,0.05,2,102,18,0.26,102,,,
54355,0.05,2,102,23,0.26,102,,,
54356,0.05,2,102,28,0.26,102,,,
54357,0.05,2,102,34,0.26,102,,,
54358,0.05,2,102,39,0.26,102,,,
54359,0.05,2,102,45,0.26,102,,,
54393,0.05,3,102,34,0.2,102,,,
54394,0.05,3,102,39,0.2,102,,,
54395,0.05,3,102,45,0.2,102,,,
54485,0.05,3,102,45,0.24,102,,,
54932,0.14,1,102,28,0.2,102,,,
54933,0.14,1,102,34,0.2,102,,,
54934,0.14,1,102,39,0.2,102,,,
54935,0.14,1,102,45,0.2,102,,,
54971,0.14,1,102,45,0.26,102,,,
55024,0.14,1,102,39,0.24,102,,,
55025,0.14,1,102,45,0.24,102,,,
55079,0.14,1,102,45,0.26,102,,,
63000,0.05,1,119,2,0.37,102,,,
63001,0.05,1,119,7,0.37,102,,,
63002,0.05,1,119,12,0.37,102,,,
63003,0.05,1,119,18,0.37,102,,,
63004,0.05,1,119,23,0.37,102,,,
63005,0.05,1,119,28,0.37,102,,,
63006,0.05,1,119,34,0.37,102,,,
63007,0.05,1,119,39,0.37,102,,,
63008,0.05,1,119,45,0.37,102,,,
63016,0.05,1,119,39,0.66,102,,,
63017,0.05,1,119,45,0.66,102,,,
63019,0.05,1,119,7,0.44,102,,,
63020,0.05,1,119,12,0.44,102,,,
63021,0.05,1,119,18,0.44,102,,,
63022,0.05,1,119,23,0.44,102,,,
63023,0.05,1,119,28,0.44,102,,,
63024,0.05,1,119,34,0.44,102,,,
63025,0.05,1,119,39,0.44,102,,,
63026,0.05,1,119,45,0.44,102,,,
63027,0.05,1,119,2,0.2,102,,,
63028,0.05,1,119,7,0.2,102,,,
63029,0.05,1,119,12,0.2,102,,,
63030,0.05,1,119,18,0.2,102,,,
63031,0.05,1,119,23,0.2,102,,,
63032,0.05,1,119,28,0.2,102,,,
63033,0.05,1,119,34,0.2,102,,,
63034,0.05,1,119,39,0.2,102,,,
63035,0.05,1,119,45,0.2,102,,,
63044,0.05,1,119,45,0.7,102,,,
63052,0.05,1,119,39,0.68,102,,,
63053,0.05,1,119,45,0.68,102,,,
63059,0.05,1,119,28,0.65,102,,,
63060,0.05,1,119,34,0.65,102,,,
63061,0.05,1,119,39,0.65,102,,,
63062,0.05,1,119,45,0.65,102,,,
63063,0.05,1,119,2,0.26,102,,,
63064,0.05,1,119,7,0.26,102,,,
63065,0.05,1,119,12,0.26,102,,,
63066,0.05,1,119,18,0.26,102,,,
63067,0.05,1,119,23,0.26,102,,,
63068,0.05,1,119,28,0.26,102,,,
63069,0.05,1,119,34,0.26,102,,,
63070,0.05,1,119,39,0.26,102,,,
63071,0.05,1,119,45,0.26,102,,,
63078,0.05,1,119,34,0.68,102,,,
63079,0.05,1,119,39,0.68,102,,,
63080,0.05,1,119,45,0.68,102,,,
63083,0.05,1,119,12,0.42,102,,,
63084,0.05,1,119,18,0.42,102,,,
63085,0.05,1,119,23,0.42,102,,,
63086,0.05,1,119,28,0.42,102,,,
63087,0.05,1,119,34,0.42,102,,,
63088,0.05,1,119,39,0.42,102,,,
63089,0.05,1,119,45,0.42,102,,,
63105,0.05,1,119,34,0.61,102,,,
63106,0.05,1,119,39,0.61,102,,,
63107,0.05,1,119,45,0.61,102,,,
63117,0.05,1,119,2,0.24,102,,,
63118,0.05,1,119,7,0.24,102,,,
63119,0.05,1,119,12,0.24,102,,,
63120,0.05,1,119,18,0.24,102,,,
63121,0.05,1,119,23,0.24,102,,,
63122,0.05,1,119,28,0.24,102,,,
63123,0.05,1,119,34,0.24,102,,,
63124,0.05,1,119,39,0.24,102,,,
63125,0.05,1,119,45,0.24,102,,,
63151,0.05,1,119,39,0.73,102,,,
63152,0.05,1,119,45,0.73,102,,,
63156,0.05,1,119,18,0.56,102,,,
63157,0.05,1,119,23,0.56,102,,,
63158,0.05,1,119,28,0.56,102,,,
63159,0.05,1,119,34,0.56,102,,,
63160,0.05,1,119,39,0.56,102,,,
63161,0.05,1,119,45,0.56,102,,,
63166,0.05,1,119,23,0.59,102,,,
63167,0.05,1,119,28,0.59,102,,,
63168,0.05,1,119,34,0.59,102,,,
63169,0.05,1,119,39,0.59,102,,,
63170,0.05,1,119,45,0.59,102,,,
63171,0.05,1,119,2,0.26,102,,,
63172,0.05,1,119,7,0.26,102,,,
63173,0.05,1,119,12,0.26,102,,,
63174,0.05,1,119,18,0.26,102,,,
63175,0.05,1,119,23,0.26,102,,,
63176,0.05,1,119,28,0.26,102,,,
63177,0.05,1,119,34,0.26,102,,,
63178,0.05,1,119,39,0.26,102,,,
63179,0.05,1,119,45,0.26,102,,,
63183,0.05,2,119,18,0.37,102,,,
63184,0.05,2,119,23,0.37,102,,,
63185,0.05,2,119,28,0.37,102,,,
63186,0.05,2,119,34,0.37,102,,,
63187,0.05,2,119,39,0.37,102,,,
63188,0.05,2,119,45,0.37,102,,,
63203,0.05,2,119,28,0.44,102,,,
63204,0.05,2,119,34,0.44,102,,,
63205,0.05,2,119,39,0.44,102,,,
63206,0.05,2,119,45,0.44,102,,,
63207,0.05,2,119,2,0.2,102,,,
63208,0.05,2,119,7,0.2,102,,,
63209,0.05,2,119,12,0.2,102,,,
63210,0.05,2,119,18,0.2,102,,,
63211,0.05,2,119,23,0.2,102,,,
63212,0.05,2,119,28,0.2,102,,,
63213,0.05,2,119,34,0.2,102,,,
63214,0.05,2,119,39,0.2,102,,,
63215,0.05,2,119,45,0.2,102,,,
63242,0.05,2,119,45,0.65,102,,,
63243,0.05,2,119,2,0.26,102,,,
63244,0.05,2,119,7,0.26,102,,,
63245,0.05,2,119,12,0.26,102,,,
63246,0.05,2,119,18,0.26,102,,,
63247,0.05,2,119,23,0.26,102,,,
63248,0.05,2,119,28,0.26,102,,,
63249,0.05,2,119,34,0.26,102,,,
63250,0.05,2,119,39,0.26,102,,,
63251,0.05,2,119,45,0.26,102,,,
63268,0.05,2,119,39,0.42,102,,,
63269,0.05,2,119,45,0.42,102,,,
63297,0.05,2,119,2,0.24,102,,,
63298,0.05,2,119,7,0.24,102,,,
63299,0.05,2,119,12,0.24,102,,,
63300,0.05,2,119,18,0.24,102,,,
63301,0.05,2,119,23,0.24,102,,,
63302,0.05,2,119,28,0.24,102,,,
63303,0.05,2,119,34,0.24,102,,,
63304,0.05,2,119,39,0.24,102,,,
63305,0.05,2,119,45,0.24,102,,,
63340,0.05,2,119,39,0.56,102,,,
63341,0.05,2,119,45,0.56,102,,,
63350,0.05,2,119,45,0.59,102,,,
63351,0.05,2,119,2,0.26,102,,,
63352,0.05,2,119,7,0.26,102,,,
63353,0.05,2,119,12,0.26,102,,,
63354,0.05,2,119,18,0.26,102,,,
63355,0.05,2,119,23,0.26,102,,,
63356,0.05,2,119,28,0.26,102,,,
63357,0.05,2,119,34,0.26,102,,,
63358,0.05,2,119,39,0.26,102,,,
63359,0.05,2,119,45,0.26,102,,,
63394,0.05,3,119,39,0.2,102,,,
63395,0.05,3,119,45,0.2,102,,,
63932,0.14,1,119,28,0.2,102,,,
63933,0.14,1,119,34,0.2,102,,,
63934,0.14,1,119,39,0.2,102,,,
63935,0.14,1,119,45,0.2,102,,,
63971,0.14,1,119,45,0.26,102,,,
64024,0.14,1,119,39,0.24,102,,,
64025,0.14,1,119,45,0.24,102,,,
64079,0.14,1,119,45,0.26,102,,,
72000,0.05,1,136,2,0.37,102,,,
72001,0.05,1,136,7,0.37,102,,,
72002,0.05,1,136,12,0.37,102,,,
72003,0.05,1,136,18,0.37,102,,,
72004,0.05,1,136,23,0.37,102,,,
72005,0.05,1,136,28,0.37,102,,,
72006,0.05,1,136,34,0.37,102,,,
72007,0.05,1,136,39,0.37,102,,,
72008,0.05,1,136,45,0.37,102,,,
72016,0.05,1,136,39,0.66,102,,,
72017,0.05,1,136,45,0.66,102,,,
72019,0.05,1,136,7,0.44,102,,,
72020,0.05,1,136,12,0.44,102,,,
72021,0.05,1,136,18,0.44,102,,,
72022,0.05,1,136,23,0.44,102,,,
72023,0.05,1,136,28,0.44,102,,,
72024,0.05,1,136,34,0.44,102,,,
72025,0.05,1,136,39,0.44,102,,,
72026,0.05,1,136,45,0.44,102,,,
72027,0.05,1,136,2,0.2,102,,,
72028,0.05,1,136,7,0.2,102,,,
72029,0.05,1,136,12,0.2,102,,,
72030,0.05,1,136,18,0.2,102,,,
72031,0.05,1,136,23,0.2,102,,,
72032,0.05,1,136,28,0.2,102,,,
72033,0.05,1,136,34,0.2,102,,,
